,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,Agency_size,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
497,36,male,united states of america,Texas,no,no,yes,sometimes,Big,no,no,yes,not sure,no,no,not sure,somewhat difficult,yes,not sure,yes,no,no,no,no,yes
498,25,female,united states of america,California,yes,yes,yes,often,Small,yes,yes,not sure,not sure,no,no,yes,somewhat difficult,yes,no,yes,no,no,not sure,no,yes
499,54,male,united kingdom,NA,no,no,yes,sometimes,Big,yes,no,no,yes,yes,yes,yes,very easy,no,no,yes,yes,not sure,not sure,no,no
500,34,male,netherlands,NA,no,no,no,rarely,Small,no,yes,not sure,not sure,not sure,not sure,not sure,somewhat easy,no,no,yes,yes,no,not sure,yes,no
501,38,female,united states of america,Arizona,no,no,yes,NA,Small,no,yes,yes,yes,no,no,yes,not sure,not sure,not sure,no,no,no,no,no,no
502,40,male,ireland,NA,yes,yes,no,NA,Big,no,yes,no,no,no,no,no,not sure,yes,not sure,yes,no,no,not sure,no,yes
503,32,male,united kingdom,NA,no,no,no,NA,Small,no,yes,no,not sure,no,not sure,not sure,not sure,no,no,no,yes,no,not sure,not sure,no
504,25,male,germany,NA,no,no,no,never,Big,no,no,not sure,not sure,not sure,yes,not sure,not sure,no,no,yes,yes,no,yes,not sure,no
505,35,female,united states of america,Ohio,no,no,yes,sometimes,Medium,no,yes,no,yes,no,no,not sure,not sure,yes,not sure,no,no,no,not sure,no,no
506,46,male,united states of america,California,no,no,yes,sometimes,Big,no,yes,yes,yes,yes,yes,not sure,not sure,not sure,no,yes,no,no,no,yes,no
507,42,male,united states of america,Kansas,no,no,no,never,Medium,no,no,yes,no,yes,no,not sure,very difficult,not sure,no,yes,yes,not sure,yes,no,no
508,32,male,united kingdom,NA,no,yes,yes,sometimes,Small,yes,yes,yes,no,no,no,not sure,not sure,no,no,yes,yes,not sure,not sure,yes,no
509,47,male,united states of america,California,no,yes,yes,sometimes,Big,no,yes,yes,yes,yes,yes,not sure,very easy,no,no,yes,yes,no,yes,yes,no
510,22,male,united states of america,California,no,no,no,NA,Big,no,yes,yes,not sure,yes,not sure,yes,not sure,no,no,yes,yes,no,not sure,yes,no
511,33,female,united states of america,New York,no,no,yes,sometimes,Medium,yes,yes,yes,yes,yes,yes,not sure,very easy,no,no,yes,yes,no,no,not sure,no
512,25,female,united states of america,Washington,no,no,no,sometimes,Small,no,yes,no,no,no,no,no,somewhat easy,not sure,no,yes,no,no,no,yes,no
513,29,male,united states of america,California,no,no,no,NA,Big,no,yes,not sure,not sure,no,not sure,not sure,not sure,not sure,no,no,no,no,not sure,not sure,no
514,39,male,united states of america,Washington,no,no,no,never,Small,no,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,no,yes,no
515,38,male,united states of america,Virginia,no,yes,yes,sometimes,Big,no,yes,yes,not sure,yes,yes,yes,not sure,yes,no,no,no,no,no,no,no
516,43,male,united states of america,North Carolina,no,no,no,NA,Small,yes,yes,not sure,no,no,not sure,not sure,not sure,not sure,no,yes,no,no,no,not sure,no
517,46,male,united states of america,Ohio,no,no,yes,rarely,Medium,yes,yes,yes,not sure,yes,yes,yes,not sure,no,no,yes,yes,no,not sure,yes,no
518,38,female,united states of america,Pennsylvania,no,yes,yes,sometimes,Big,no,no,yes,yes,yes,yes,yes,very easy,not sure,no,yes,yes,no,no,no,yes
519,33,male,germany,NA,no,no,yes,sometimes,Small,no,yes,yes,yes,no,no,yes,very easy,yes,yes,yes,yes,no,not sure,no,no
520,34,male,united kingdom,NA,no,yes,yes,often,Small,no,yes,no,yes,no,no,yes,very easy,not sure,not sure,yes,yes,no,no,no,no
521,62,male,united states of america,California,no,no,no,never,Big,no,yes,yes,yes,not sure,yes,not sure,not sure,not sure,no,yes,yes,not sure,not sure,yes,no
522,23,female,united states of america,Texas,no,no,no,NA,Big,no,no,not sure,not sure,not sure,not sure,yes,not sure,not sure,not sure,yes,yes,no,no,not sure,no
523,35,male,united states of america,Arizona,no,no,no,NA,Big,no,no,no,no,no,no,not sure,not sure,not sure,not sure,no,no,no,no,no,no
524,25,male,bosnia and herzegovina,NA,no,yes,no,rarely,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,yes,no,no,no,no,not sure,yes
525,36,male,united states of america,Illinois,yes,yes,yes,sometimes,Small,yes,yes,not sure,yes,not sure,no,yes,somewhat difficult,not sure,no,yes,yes,no,yes,yes,no
526,41,female,united states of america,NA,no,yes,yes,rarely,Medium,yes,yes,yes,yes,yes,yes,yes,very easy,not sure,not sure,yes,yes,no,no,yes,no
527,24,male,austria,NA,yes,no,no,sometimes,Small,no,yes,yes,yes,not sure,not sure,yes,somewhat easy,no,no,yes,yes,not sure,not sure,yes,no
528,51,male,new zealand,NA,no,no,yes,sometimes,Small,yes,yes,no,yes,yes,no,no,somewhat difficult,yes,yes,no,no,no,no,not sure,yes
529,29,male,united states of america,North Carolina,no,no,yes,sometimes,Small,no,yes,yes,yes,no,yes,yes,very easy,no,no,no,yes,no,no,yes,no
530,31,female,canada,NA,yes,yes,yes,sometimes,Medium,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,yes,yes,no,no,yes,no
531,27,male,united kingdom,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,no,no,yes,yes,no,yes,not sure,no
532,31,male,australia,NA,no,no,yes,rarely,Medium,no,yes,yes,yes,yes,yes,not sure,somewhat easy,no,no,yes,yes,yes,yes,no,no
533,27,female,hungary,NA,yes,yes,no,sometimes,Small,yes,yes,no,no,no,no,no,very difficult,yes,not sure,no,no,no,not sure,no,no
534,23,male,sweden,NA,no,no,no,rarely,Small,no,yes,not sure,no,no,not sure,not sure,very easy,no,no,yes,yes,not sure,not sure,yes,no
535,21,male,canada,NA,no,no,no,never,Small,no,yes,not sure,not sure,not sure,no,not sure,not sure,yes,not sure,no,no,no,not sure,not sure,no
536,27,female,australia,NA,no,yes,yes,sometimes,Small,no,yes,no,yes,no,no,no,somewhat difficult,yes,no,yes,yes,no,no,no,no
537,39,male,united states of america,Wisconsin,no,yes,yes,often,Small,yes,yes,yes,yes,yes,yes,not sure,somewhat easy,yes,no,yes,yes,no,no,no,no
538,26,male,united states of america,California,no,yes,yes,never,Big,no,yes,not sure,no,no,not sure,not sure,not sure,not sure,no,no,no,no,no,no,no
539,27,male,united kingdom,NA,no,no,no,never,Small,no,yes,not sure,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,no,not sure,no
540,22,female,united states of america,California,no,yes,yes,sometimes,Medium,no,yes,yes,yes,no,not sure,not sure,not sure,no,no,yes,yes,no,no,no,yes
541,26,female,united states of america,Minnesota,no,yes,yes,often,Medium,no,no,not sure,no,no,no,not sure,somewhat difficult,not sure,no,no,no,no,not sure,no,no
542,31,female,united states of america,Pennsylvania,no,yes,yes,rarely,Medium,no,yes,yes,yes,no,no,yes,somewhat easy,no,no,yes,yes,no,no,yes,no
543,32,male,united kingdom,NA,no,no,no,never,Small,no,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,yes,yes,yes,no
544,28,female,united states of america,California,no,yes,yes,often,Medium,yes,yes,yes,no,no,not sure,not sure,not sure,yes,yes,yes,yes,no,no,no,yes
545,28,non-binary,united kingdom,NA,no,yes,yes,rarely,Medium,no,yes,no,not sure,no,no,yes,somewhat difficult,yes,yes,yes,yes,yes,no,no,yes
546,23,female,united kingdom,NA,no,no,no,NA,Small,no,yes,not sure,not sure,no,no,not sure,very easy,not sure,no,no,yes,no,yes,yes,no
547,30,male,united kingdom,NA,no,no,no,never,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,very easy,no,no,yes,yes,not sure,not sure,yes,no
548,36,male,united states of america,California,no,yes,yes,sometimes,Big,no,yes,yes,no,no,yes,not sure,somewhat difficult,yes,no,yes,yes,no,yes,no,no
549,21,male,united states of america,California,no,yes,no,NA,Big,no,yes,yes,yes,yes,yes,yes,not sure,no,no,yes,yes,no,not sure,yes,no
550,30,male,germany,NA,no,no,no,often,Small,no,yes,no,no,not sure,no,not sure,somewhat easy,not sure,no,yes,yes,not sure,yes,not sure,no
551,25,female,united states of america,California,no,yes,no,NA,Medium,no,no,not sure,not sure,no,no,not sure,not sure,not sure,no,yes,yes,no,not sure,not sure,no
552,32,male,new zealand,NA,no,no,yes,sometimes,Small,no,yes,no,no,no,no,not sure,very easy,no,no,yes,yes,not sure,yes,not sure,no
553,29,female,canada,NA,no,no,yes,sometimes,Small,no,yes,no,no,no,no,not sure,not sure,not sure,no,yes,yes,no,no,yes,no
554,21,non-binary,united kingdom,NA,no,no,yes,sometimes,Small,no,yes,no,yes,yes,no,yes,somewhat easy,not sure,no,yes,yes,no,no,yes,no
555,27,female,new zealand,NA,no,yes,yes,rarely,Medium,yes,yes,no,no,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,yes,not sure,no
556,32,female,canada,NA,no,no,yes,often,Big,no,no,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
557,34,male,australia,NA,no,no,no,sometimes,Big,no,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,not sure,yes,no
558,33,male,united states of america,New York,no,no,no,NA,Small,no,yes,not sure,no,not sure,not sure,not sure,not sure,yes,no,yes,no,no,not sure,not sure,no
559,22,male,netherlands,NA,no,yes,yes,sometimes,Small,yes,yes,no,not sure,no,not sure,not sure,somewhat easy,no,no,yes,yes,not sure,yes,yes,no
560,24,male,united states of america,California,no,no,no,NA,Big,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,yes,yes,no,no,yes,no
561,65,male,united states of america,Florida,yes,no,no,NA,Small,yes,no,no,no,no,no,not sure,very easy,not sure,no,yes,no,no,no,yes,no
562,27,male,united states of america,Oregon,no,yes,yes,sometimes,Medium,yes,yes,not sure,no,no,not sure,not sure,not sure,no,no,yes,no,no,no,yes,no
563,33,male,australia,NA,no,no,no,never,Big,no,yes,not sure,not sure,not sure,not sure,yes,very easy,no,no,yes,yes,not sure,yes,yes,no
564,36,male,united states of america,Colorado,no,no,yes,rarely,Small,no,yes,not sure,not sure,no,not sure,not sure,not sure,no,no,yes,yes,no,no,not sure,no
565,40,male,canada,NA,no,no,no,never,Small,no,yes,no,no,no,no,not sure,somewhat difficult,no,no,yes,yes,no,no,no,no
566,28,male,united states of america,Georgia,no,no,yes,sometimes,Big,no,yes,yes,yes,no,no,yes,somewhat difficult,not sure,no,yes,no,no,not sure,no,no
567,39,male,united states of america,Oregon,no,no,yes,sometimes,Medium,no,yes,yes,not sure,yes,not sure,yes,not sure,yes,not sure,yes,yes,no,not sure,not sure,no
568,32,male,united states of america,California,no,no,yes,sometimes,Big,no,yes,yes,no,no,yes,not sure,somewhat easy,no,no,yes,yes,not sure,yes,not sure,no
569,31,male,united states of america,California,no,yes,no,sometimes,Big,no,yes,yes,not sure,not sure,not sure,not sure,somewhat easy,not sure,no,no,yes,no,yes,no,no
570,38,male,united states of america,Pennsylvania,no,yes,yes,sometimes,Medium,no,yes,not sure,no,no,no,not sure,not sure,not sure,not sure,yes,no,no,no,not sure,no
571,23,male,united states of america,California,no,yes,yes,rarely,Small,no,yes,no,yes,no,no,not sure,not sure,not sure,no,yes,yes,no,no,yes,no
572,42,male,united states of america,California,no,no,yes,often,Big,no,yes,yes,yes,yes,yes,yes,somewhat easy,not sure,not sure,yes,yes,not sure,not sure,not sure,no
573,27,female,united states of america,New York,no,no,no,sometimes,Medium,no,yes,not sure,not sure,not sure,yes,not sure,not sure,no,no,yes,yes,no,no,yes,no
574,26,female,united states of america,Massachusetts,no,yes,yes,sometimes,Small,no,yes,yes,yes,no,no,yes,somewhat difficult,no,no,yes,yes,no,no,no,yes
575,50,male,united states of america,NA,no,no,no,never,Small,yes,yes,no,yes,no,no,not sure,not sure,no,no,no,no,no,not sure,no,no
576,37,male,united states of america,Pennsylvania,no,yes,no,never,Small,no,yes,not sure,no,no,not sure,not sure,somewhat easy,no,no,yes,yes,no,no,yes,no
577,23,male,united states of america,Rhode Island,no,no,no,NA,Small,no,yes,not sure,no,not sure,no,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
578,33,male,united states of america,Michigan,no,yes,no,sometimes,Small,yes,yes,not sure,not sure,no,no,yes,very easy,no,no,yes,yes,no,no,yes,no
579,29,male,canada,NA,yes,no,no,never,Small,yes,yes,yes,yes,no,no,yes,very difficult,yes,no,yes,no,no,yes,no,no
580,34,male,united states of america,Illinois,no,yes,yes,sometimes,Small,yes,no,yes,no,no,no,not sure,not sure,not sure,no,yes,yes,no,not sure,not sure,no
581,41,male,united states of america,California,no,yes,yes,often,Big,no,yes,yes,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,no,not sure,yes
582,50,male,united states of america,Oregon,no,yes,no,NA,Medium,yes,yes,not sure,no,no,not sure,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
583,29,male,canada,NA,no,no,yes,never,Big,no,no,yes,not sure,yes,yes,yes,somewhat difficult,not sure,no,yes,no,no,not sure,not sure,yes
584,35,male,united states of america,Indiana,no,no,no,never,Small,no,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
585,27,male,singapore,NA,no,no,no,sometimes,Small,yes,yes,no,no,no,no,yes,not sure,yes,no,yes,yes,no,no,no,no
586,40,female,united states of america,Massachusetts,no,no,no,never,Small,no,no,not sure,not sure,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,not sure,not sure,not sure,no
587,27,male,australia,NA,no,no,yes,often,Medium,yes,yes,no,no,no,no,not sure,not sure,not sure,no,yes,no,no,not sure,no,yes
588,29,female,united states of america,Michigan,no,no,no,never,Small,no,yes,yes,yes,yes,no,yes,not sure,not sure,no,yes,yes,no,not sure,not sure,yes
589,31,male,united states of america,Ohio,no,yes,yes,sometimes,Small,no,yes,no,no,no,no,not sure,somewhat easy,not sure,no,yes,yes,no,not sure,not sure,no
590,43,male,united states of america,Ohio,no,no,yes,sometimes,Small,no,yes,no,yes,no,no,not sure,somewhat easy,no,no,yes,yes,no,not sure,not sure,no
591,34,male,united states of america,New Hampshire,no,yes,yes,sometimes,Small,yes,yes,yes,yes,no,no,not sure,not sure,not sure,no,yes,yes,no,yes,not sure,yes
592,29,male,united states of america,Ohio,no,yes,yes,sometimes,Small,no,yes,not sure,no,no,no,no,somewhat difficult,yes,no,yes,yes,no,not sure,not sure,no
593,19,male,canada,NA,no,yes,yes,sometimes,Small,no,yes,no,no,no,no,not sure,not sure,not sure,not sure,yes,no,no,not sure,not sure,no
594,41,male,united states of america,Tennessee,no,yes,yes,sometimes,Big,no,yes,yes,not sure,yes,yes,not sure,not sure,not sure,no,yes,yes,no,no,no,no
595,29,male,united states of america,Oregon,no,yes,no,never,Medium,no,yes,yes,yes,yes,yes,not sure,not sure,no,no,yes,yes,no,not sure,yes,no
596,23,male,united states of america,Pennsylvania,no,no,no,rarely,Medium,no,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,no,yes,no
597,24,female,united states of america,NA,no,yes,yes,sometimes,Medium,no,yes,yes,not sure,no,no,not sure,somewhat difficult,yes,not sure,no,no,no,no,no,yes
598,31,male,united states of america,New York,no,no,no,NA,Small,yes,yes,not sure,no,no,not sure,not sure,not sure,yes,no,no,no,no,not sure,not sure,no
599,43,male,united states of america,Washington,no,no,no,NA,Medium,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,no,yes,no
600,31,male,united states of america,New York,no,yes,yes,rarely,Medium,no,yes,no,no,no,not sure,not sure,somewhat difficult,yes,yes,yes,no,no,no,no,yes
601,29,male,united states of america,California,no,yes,no,often,Medium,no,yes,yes,yes,yes,yes,not sure,not sure,no,no,yes,yes,no,no,not sure,no
602,35,male,united states of america,Tennessee,yes,yes,no,NA,Small,yes,yes,no,no,yes,yes,not sure,very easy,no,no,yes,yes,no,not sure,yes,no
603,33,male,united states of america,Wisconsin,no,yes,yes,sometimes,Medium,no,no,yes,not sure,no,no,yes,somewhat difficult,yes,yes,no,no,no,no,no,no
604,30,female,united states of america,Wisconsin,yes,yes,yes,often,Small,yes,no,no,yes,no,yes,yes,somewhat difficult,no,no,yes,yes,no,no,yes,no
605,27,male,united states of america,Pennsylvania,no,no,no,NA,Big,no,yes,yes,not sure,not sure,not sure,yes,not sure,not sure,not sure,no,no,no,not sure,no,no
606,32,male,united states of america,Michigan,no,no,no,sometimes,Medium,no,yes,no,yes,no,no,not sure,not sure,not sure,not sure,yes,yes,no,no,no,no
607,50,male,united states of america,Wyoming,no,no,no,sometimes,Small,yes,yes,not sure,no,no,not sure,not sure,not sure,yes,not sure,yes,yes,no,not sure,not sure,no
608,24,male,united states of america,Kentucky,no,no,no,never,Small,no,no,not sure,not sure,no,no,not sure,not sure,not sure,yes,yes,no,no,not sure,no,no
609,27,male,united states of america,New York,no,no,no,NA,Small,no,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,no,not sure,yes,no
610,27,male,australia,NA,no,no,no,never,Small,yes,yes,no,no,no,no,not sure,not sure,yes,no,no,no,no,not sure,not sure,no
611,32,male,united states of america,Texas,no,no,yes,sometimes,Small,no,yes,no,yes,no,no,yes,somewhat easy,no,no,yes,yes,not sure,not sure,yes,no
612,42,male,united states of america,Wisconsin,yes,no,no,rarely,Small,yes,no,no,yes,no,no,not sure,very easy,no,no,yes,yes,not sure,not sure,yes,no
613,37,male,united states of america,Washington,no,no,no,often,Big,no,no,not sure,no,no,no,not sure,not sure,not sure,no,yes,no,no,no,no,no
614,30,male,singapore,NA,no,no,no,sometimes,Small,no,yes,not sure,not sure,no,no,not sure,somewhat easy,not sure,no,yes,no,no,yes,no,yes
615,29,male,united states of america,Washington,no,no,no,rarely,Big,no,yes,yes,no,no,no,not sure,very easy,yes,not sure,yes,no,no,no,not sure,no
616,30,male,united states of america,Georgia,yes,no,yes,often,Small,yes,yes,no,not sure,no,yes,not sure,somewhat difficult,no,no,yes,yes,no,not sure,yes,no
617,35,male,united states of america,Michigan,no,no,no,never,Small,no,yes,yes,no,yes,not sure,not sure,not sure,no,no,yes,yes,not sure,not sure,yes,no
618,35,male,united states of america,Maryland,no,yes,yes,rarely,Medium,yes,no,yes,yes,no,no,yes,very difficult,yes,no,yes,no,no,not sure,no,no
619,38,male,netherlands,NA,no,yes,no,often,Small,yes,yes,no,not sure,no,not sure,not sure,not sure,not sure,not sure,yes,yes,not sure,not sure,not sure,no
620,22,male,united kingdom,NA,no,yes,yes,sometimes,Medium,no,yes,yes,yes,no,no,yes,very easy,no,no,yes,yes,not sure,yes,yes,no
621,24,male,germany,NA,no,yes,no,sometimes,Medium,no,yes,not sure,no,no,no,not sure,somewhat easy,no,no,yes,yes,no,not sure,not sure,no
